
700	-115.453
702	-113.753
704	-112.055
706	-110.359
708	-108.667
710	-106.977
712	-105.289
714	-103.604
716	-101.921
718	-100.241
720	-98.5625
722	-96.8866
724	-95.2128
726	-93.5411
728	-91.8715
730	-90.2039
732	-88.5382
734	-86.8745
736	-85.2127
738	-83.5526
740	-81.8944
742	-80.2378
744	-78.5829
746	-76.9297
748	-75.278
750	-73.6279
752	-71.9792
754	-70.332
756	-68.6862
758	-67.0418
760	-65.3986
762	-63.7567
764	-62.116
766	-60.4765
768	-58.8381
770	-57.2008
772	-55.5645
774	-53.9292
776	-52.2949
778	-50.6615
780	-49.029
782	-47.3973
784	-45.7664
786	-44.1362
788	-42.5068
790	-40.878
792	-39.2499
794	-37.6223
796	-35.9953
798	-34.3688
800	-32.7428
802	-31.1172
804	-29.492
806	-27.8672
808	-26.2427
810	-24.6185
812	-22.9945
814	-21.3708
816	-19.7472
818	-18.1238
820	-16.5005
822	-14.8773
824	-13.2541
826	-11.6309
828	-10.0077
830	-8.38446
832	-6.7611
834	-5.13762
836	-3.51398
838	-1.89015
840	-0.2661
842	1.3582
844	2.98278
846	4.60767
848	6.23291
850	7.85851
852	9.48452
854	11.111
856	12.7378
858	14.3652
860	15.9931
862	17.6215
864	19.2505
866	20.8801
868	22.5103
870	24.1412
872	25.7727
874	27.4049
876	29.0378
878	30.6715
880	32.3059
882	33.9411
884	35.5772
886	37.214
888	38.8517
890	40.4902
892	42.1297
894	43.77
896	45.4113
898	47.0535
900	48.6967
902	50.3409
904	51.986
906	53.6322
908	55.2794
910	56.9276
912	58.5768
914	60.2272
916	61.8786
918	63.5311
920	65.1846
922	66.8393
924	68.4951
926	70.152
928	71.8101
930	73.4693
932	75.1296
934	76.7911
936	78.4537
938	80.1174
940	81.7823
942	83.4484
944	85.1156
946	86.784
948	88.4535
950	90.1242
952	91.796
954	93.4689
956	95.1429
958	96.8181
960	98.4944
962	100.172
964	101.85
966	103.53
968	105.21
970	106.892
972	108.575
974	110.258
976	111.943
978	113.629
980	115.315
982	117.003
984	118.691
986	120.38
988	122.07
990	123.761
992	125.452
994	127.145
996	128.838
998	130.531
1000	132.226
1002	133.92
1004	135.616
1006	137.311
1008	139.008
1010	140.704
1012	142.401
1014	144.098
1016	145.795
1018	147.493
1020	149.19
1022	150.887
1024	152.585
1026	154.282
1028	155.979
1030	157.675
1032	159.372
1034	161.067
1036	162.762
1038	164.457
1040	166.151
1042	167.843
1044	169.535
1046	171.226
1048	172.916
1050	174.604
1052	176.291
1054	177.976
1056	179.66
1058	181.342
1060	183.022
1062	184.7
1064	186.375
1066	188.049
1068	189.72
1070	191.388
1072	193.053
1074	194.715
1076	196.374
1078	198.03
1080	199.682
1082	201.33
1084	202.975
1086	204.615
1088	206.251
1090	207.883
1092	209.509
1094	211.131
1096	212.747
1098	214.358
1100	215.963
1102	217.563
1104	219.156
1106	220.742
1108	222.322
1110	223.894
1112	225.459
1114	227.017
1116	228.566
1118	230.108
1120	231.64
1122	233.164
1124	234.678
1126	236.183
1128	237.677
1130	239.162
1132	240.635
1134	242.097
1136	243.548
1138	244.987
1140	246.413
1142	247.826
1144	249.227
1146	250.613
1148	251.985
1150	253.343
1152	254.685
1154	256.012
1156	257.322
1158	258.616
1160	259.893
1162	261.151
1164	262.392
1166	263.613
1168	264.815
1170	265.997
1172	267.157
1174	268.297
1176	269.414
1178	270.509
1180	271.58
1182	272.628
1184	273.65
1186	274.647
1188	275.618
1190	276.561
1192	277.477
1194	278.365
1196	279.223
1198	280.051
1200	280.848
