1136.0	160.51	266.67
1137.0	161.08	267.82
1138.0	161.64	268.97
1139.0	162.21	270.13
1140.0	162.78	271.28
1141.0	163.35	272.44
1142.0	163.93	273.61
1143.0	164.51	274.77
1144.0	165.09	275.94
1145.0	165.67	277.12
1146.0	166.26	278.29
1147.0	166.85	279.47
1148.0	167.44	280.65
1149.0	168.03	281.83
1150.0	168.62	283.02
1151.0	169.22	284.20
1152.0	169.82	285.40
1153.0	170.43	286.59
1154.0	171.03	287.79
1155.0	171.64	288.99
1156.0	172.25	290.19
1157.0	172.87	291.40
1158.0	173.48	292.61
1159.0	174.10	293.82
1160.0	174.73	295.03
1161.0	175.35	296.25
1162.0	175.98	297.47
1163.0	176.61	298.70
1164.0	177.24	299.93
1165.0	177.88	301.16
1166.0	178.52	302.39
1167.0	179.16	303.63
1168.0	179.80	304.87
1169.0	180.45	306.11
1170.0	181.10	307.36
1171.0	181.75	308.61
1172.0	182.41	309.86
1173.0	183.07	311.12
1174.0	183.73	312.38
1175.0	184.39	313.64
1176.0	185.06	314.90
1177.0	185.73	316.17
1178.0	186.41	317.45
1179.0	187.08	318.72
1180.0	187.76	320.00
1181.0	188.44	321.29
1182.0	189.13	322.57
1183.0	189.82	323.86
1184.0	190.51	325.16
1185.0	191.21	326.45
1186.0	191.91	327.76
1187.0	192.61	329.06
1188.0	193.31	330.37
1189.0	194.02	331.68
1190.0	194.73	333.00
1191.0	195.45	334.31
1192.0	196.17	335.64
1193.0	196.89	336.96
1194.0	197.61	338.29
1195.0	198.34	339.63
1196.0	199.07	340.96
1197.0	199.81	342.31
1198.0	200.54	343.65
1199.0	201.29	345.00
1200.0	202.03	346.35
